Entry,Gene.names...primary..,Entry.name,Protein.names,Transmembrane,Passes,membrane,singlepass,multipass,GPI-anchored
O15389,SIGLEC5,SIGL5_HUMAN,Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170),TRANSMEM 442 462 Helical. {ECO:0000255}.,1,+,+,NA,NA
O15393,TMPRSS2,TMPS2_HUMAN,Transmembrane protease serine 2 (EC 3.4.21.-) (Serine protease 10) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain],TRANSMEM 85 105 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O15394,NCAM2,NCAM2_HUMAN,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),TRANSMEM 698 718 Helical. {ECO:0000255}.,1,+,+,NA,NA
O15400,STX7,STX7_HUMAN,Syntaxin-7,TRANSMEM 239 259 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O15455,TLR3,TLR3_HUMAN,Toll-like receptor 3 (CD antigen CD283),TRANSMEM 705 725 Helical. {ECO:0000255}.,1,+,+,NA,NA
O15466,ST8SIA5,SIA8E_HUMAN,"Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV)",TRANSMEM 18 38 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O15482,TEX28; TEX28P1; TEX28P2,TEX28_HUMAN,Testis-specific protein TEX28,TRANSMEM 336 358 Helical. {ECO:0000255}.,1,+,+,NA,NA
O15533,TAPBP,TPSN_HUMAN,Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein),TRANSMEM 415 435 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43155,FLRT2,FLRT2_HUMAN,Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin-like domain-containing leucine-rich transmembrane protein 2),TRANSMEM 542 562 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43157,PLXNB1,PLXB1_HUMAN,Plexin-B1 (Semaphorin receptor SEP),TRANSMEM 1491 1511 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43169,CYB5B,CYB5B_HUMAN,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),TRANSMEM 119 136 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43173,ST8SIA3,SIA8C_HUMAN,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII)",TRANSMEM 10 33 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43184,ADAM12,ADA12_HUMAN,Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha),TRANSMEM 709 729 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43286,B4GALT5,B4GT5_HUMAN,"Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)",TRANSMEM 15 35 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43291,SPINT2,SPIT2_HUMAN,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin),TRANSMEM 198 218 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43300,LRRTM2,LRRT2_HUMAN,Leucine-rich repeat transmembrane neuronal protein 2 (Leucine-rich repeat neuronal 2 protein),TRANSMEM 423 443 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43451,MGAM,MGA_HUMAN,"Maltase-glucoamylase, intestinal [Includes: Maltase (EC 3.2.1.20) (Alpha-glucosidase); Glucoamylase (EC 3.2.1.3) (Glucan 1,4-alpha-glucosidase)]",TRANSMEM 14 34 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43464,HTRA2,HTRA2_HUMAN,"Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)",TRANSMEM 105 125 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43493,TGOLN2,TGON2_HUMAN,Trans-Golgi network integral membrane protein 2 (TGN38 homolog) (TGN46) (TGN48) (Trans-Golgi network protein TGN51),TRANSMEM 382 402 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43505,B4GAT1,B4GA1_HUMAN,"Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)",TRANSMEM 9 36 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43506,ADAM20,ADA20_HUMAN,Disintegrin and metalloproteinase domain-containing protein 20 (ADAM 20) (EC 3.4.24.-),TRANSMEM 694 714 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43508,TNFSF12,TNF12_HUMAN,"Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]",TRANSMEM 22 42 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43529,CHST10,CHSTA_HUMAN,Carbohydrate sulfotransferase 10 (EC 2.8.2.-) (HNK-1 sulfotransferase) (HNK-1ST) (HNK1ST) (HuHNK-1ST),TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43556,SGCE,SGCE_HUMAN,Epsilon-sarcoglycan (Epsilon-SG),TRANSMEM 318 338 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43557,TNFSF14,TNF14_HUMAN,"Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form]",TRANSMEM 38 58 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43561,LAT,LAT_HUMAN,Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38),TRANSMEM 5 27 Helical; Signal-anchor for type III membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43567,RNF13,RNF13_HUMAN,E3 ubiquitin-protein ligase RNF13 (EC 2.3.2.27) (RING finger protein 13) (RING-type E3 ubiquitin transferase RNF13),TRANSMEM 183 203 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43570,CA12,CAH12_HUMAN,Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3),TRANSMEM 302 322 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43581,SYT7,SYT7_HUMAN,Synaptotagmin-7 (IPCA-7) (Prostate cancer-associated protein 7) (Synaptotagmin VII) (SytVII),TRANSMEM 17 37 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43674,NDUFB5,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)",TRANSMEM 73 93 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43676,NDUFB3,NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit),TRANSMEM 66 88 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43677,NDUFC1,NDUC1_HUMAN,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)",TRANSMEM 41 59 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43699,SIGLEC6,SIGL6_HUMAN,Sialic acid-binding Ig-like lectin 6 (Siglec-6) (CD33 antigen-like 1) (CDw327) (Obesity-binding protein 1) (OB-BP1) (CD antigen CD327),TRANSMEM 348 368 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43736,ITM2A,ITM2A_HUMAN,Integral membrane protein 2A (Protein E25),TRANSMEM 54 74 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43752,STX6,STX6_HUMAN,Syntaxin-6,TRANSMEM 235 255 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43825,B3GALT2,B3GT2_HUMAN,"Beta-1,3-galactosyltransferase 2 (Beta-1,3-GalTase 2) (Beta3Gal-T2) (Beta3GalT2) (EC 2.4.1.86) (UDP-galactose:2-acetamido-2-deoxy-D-glucose 3beta-galactosyltransferase 2)",TRANSMEM 25 45 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43889,CREB3,CREB3_HUMAN,Cyclic AMP-responsive element-binding protein 3 (CREB-3) (cAMP-responsive element-binding protein 3) (Leucine zipper protein) (Luman) (Transcription factor LZIP-alpha) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3 (N-terminal Luman) (Transcriptionally active form)],TRANSMEM 255 271 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43908,KLRC4,NKG2F_HUMAN,NKG2-F type II integral membrane protein (NK cell receptor F) (NKG2-F-activating NK receptor),TRANSMEM 75 95 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43909,EXTL3,EXTL3_HUMAN,Exostosin-like 3 (EC 2.4.1.223) (EXT-related protein 1) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Hereditary multiple exostoses gene isolog) (Multiple exostosis-like protein 3) (Putative tumor suppressor protein EXTL3),TRANSMEM 31 51 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O43914,TYROBP,TYOBP_HUMAN,TYRO protein tyrosine kinase-binding protein (DNAX-activation protein 12) (Killer-activating receptor-associated protein) (KAR-associated protein),TRANSMEM 41 61 Helical. {ECO:0000255}.,1,+,+,NA,NA
O43916,CHST1,CHST1_HUMAN,Carbohydrate sulfotransferase 1 (EC 2.8.2.21) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 1) (GST-1) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST),TRANSMEM 3 23 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60235,TMPRSS11D,TM11D_HUMAN,Transmembrane protease serine 11D (EC 3.4.21.-) (Airway trypsin-like protease) [Cleaved into: Transmembrane protease serine 11D non-catalytic chain; Transmembrane protease serine 11D catalytic chain],TRANSMEM 21 41 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60238,BNIP3L,BNI3L_HUMAN,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L),TRANSMEM 188 208 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60243,HS6ST1,H6ST1_HUMAN,Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (EC 2.8.2.-),TRANSMEM 18 37 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60245,PCDH7,PCDH7_HUMAN,Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh),TRANSMEM 880 900 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60279,SUSD5,SUSD5_HUMAN,Sushi domain-containing protein 5,TRANSMEM 575 595 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60309,LRRC37A3,L37A3_HUMAN,Leucine-rich repeat-containing protein 37A3,TRANSMEM 1582 1602 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60313,OPA1,OPA1_HUMAN,"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]",TRANSMEM 97 113 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60330,PCDHGA12,PCDGC_HUMAN,Protocadherin gamma-A12 (PCDH-gamma-A12) (Cadherin-21) (Fibroblast cadherin-3),TRANSMEM 693 713 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60344,ECE2,ECE2_HUMAN,Endothelin-converting enzyme 2 (ECE-2) [Includes: Methyltransferase-like region (EC 2.1.1.-); Endothelin-converting enzyme 2 region (EC 3.4.24.71)],TRANSMEM 179 199 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60449,LY75,LY75_HUMAN,Lymphocyte antigen 75 (Ly-75) (C-type lectin domain family 13 member B) (DEC-205) (gp200-MR6) (CD antigen CD205),TRANSMEM 1667 1691 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60462,NRP2,NRP2_HUMAN,Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2),TRANSMEM 865 889 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60469,DSCAM,DSCAM_HUMAN,Down syndrome cell adhesion molecule (CHD2),TRANSMEM 1596 1616 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60476,MAN1A2,MA1A2_HUMAN,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB (EC 3.2.1.113) (Mannosidase alpha class 1A member 2) (Processing alpha-1,2-mannosidase IB) (Alpha-1,2-mannosidase IB)",TRANSMEM 37 57 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60486,PLXNC1,PLXC1_HUMAN,Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232),TRANSMEM 945 965 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60487,MPZL2,MPZL2_HUMAN,Myelin protein zero-like protein 2 (Epithelial V-like antigen 1),TRANSMEM 155 175 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60488,ACSL4,ACSL4_HUMAN,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4),TRANSMEM 8 28 Helical; Signal-anchor for type III membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60499,STX10,STX10_HUMAN,Syntaxin-10 (Syn10),TRANSMEM 229 249 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60500,NPHS1,NPHN_HUMAN,Nephrin (Renal glomerulus-specific cell adhesion receptor),TRANSMEM 1056 1076 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60507,TPST1,TPST1_HUMAN,Protein-tyrosine sulfotransferase 1 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 1) (TPST-1),TRANSMEM 9 25 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60512,B4GALT3,B4GT3_HUMAN,"Beta-1,4-galactosyltransferase 3 (Beta-1,4-GalTase 3) (Beta4Gal-T3) (b4Gal-T3) (EC 2.4.1.-) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 3) [Includes: N-acetyllactosamine synthase (EC 2.4.1.90) (Nal synthase); Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase (EC 2.4.1.38); Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase (EC 2.4.1.-)]",TRANSMEM 11 31 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60513,B4GALT4,B4GT4_HUMAN,"Beta-1,4-galactosyltransferase 4 (Beta-1,4-GalTase 4) (Beta4Gal-T4) (b4Gal-T4) (EC 2.4.1.-) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 4) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 4) [Includes: N-acetyllactosamine synthase (EC 2.4.1.90) (Nal synthase); Lactotriaosylceramide beta-1,4-galactosyltransferase (EC 2.4.1.275) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase)]",TRANSMEM 13 38 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60602,TLR5,TLR5_HUMAN,Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3),TRANSMEM 640 660 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60603,TLR2,TLR2_HUMAN,Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282),TRANSMEM 589 609 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60656,UGT1A9,UD19_HUMAN,UDP-glucuronosyltransferase 1-9 (UDPGT 1-9) (UGT1*9) (UGT1-09) (UGT1.9) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-I) (UGT-1I) (UGT1I) (UDP-glucuronosyltransferase 1A9) (lugP4),TRANSMEM 488 504 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60667,FCMR,FAIM3_HUMAN,Fas apoptotic inhibitory molecule 3 (IgM Fc fragment receptor) (Regulator of Fas-induced apoptosis Toso),TRANSMEM 252 272 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60704,TPST2,TPST2_HUMAN,Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2),TRANSMEM 9 25 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60774,FMO6P,FMO6_HUMAN,Putative dimethylaniline monooxygenase [N-oxide-forming] 6 (EC 1.14.13.8) (Dimethylaniline oxidase 6) (Flavin-containing monooxygenase 6) (FMO 6),TRANSMEM 518 538 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60858,TRIM13,TRI13_HUMAN,E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (B-cell chronic lymphocytic leukemia tumor suppressor Leu5) (Leukemia-associated protein 5) (Putative tumor suppressor RFP2) (RING finger protein 77) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13),TRANSMEM 317 337 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60894,RAMP1,RAMP1_HUMAN,Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1),TRANSMEM 118 138 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60895,RAMP2,RAMP2_HUMAN,Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2),TRANSMEM 146 166 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60896,RAMP3,RAMP3_HUMAN,Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3),TRANSMEM 119 138 Helical. {ECO:0000255}.,1,+,+,NA,NA
O60909,B4GALT2,B4GT2_HUMAN,"Beta-1,4-galactosyltransferase 2 (Beta-1,4-GalTase 2) (Beta4Gal-T2) (b4Gal-T2) (EC 2.4.1.-) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 2) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 2) [Includes: Lactose synthase A protein (EC 2.4.1.22); N-acetyllactosamine synthase (EC 2.4.1.90) (Nal synthase); Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase (EC 2.4.1.38); Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase (EC 2.4.1.-)]",TRANSMEM 16 36 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O60939,SCN2B,SCN2B_HUMAN,Sodium channel subunit beta-2,TRANSMEM 160 180 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75019,LILRA1,LIRA1_HUMAN,Leukocyte immunoglobulin-like receptor subfamily A member 1 (CD85 antigen-like family member I) (Leukocyte immunoglobulin-like receptor 6) (LIR-6) (CD antigen CD85i),TRANSMEM 462 482 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75022,LILRB3,LIRB3_HUMAN,Leukocyte immunoglobulin-like receptor subfamily B member 3 (LIR-3) (Leukocyte immunoglobulin-like receptor 3) (CD85 antigen-like family member A) (Immunoglobulin-like transcript 5) (ILT-5) (Monocyte inhibitory receptor HL9) (CD antigen CD85a),TRANSMEM 444 464 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75023,LILRB5,LIRB5_HUMAN,Leukocyte immunoglobulin-like receptor subfamily B member 5 (CD85 antigen-like family member C) (Leukocyte immunoglobulin-like receptor 8) (LIR-8) (CD antigen CD85c),TRANSMEM 459 479 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75051,PLXNA2,PLXA2_HUMAN,Plexin-A2 (Semaphorin receptor OCT),TRANSMEM 1238 1258 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75054,IGSF3,IGSF3_HUMAN,Immunoglobulin superfamily member 3 (IgSF3) (Glu-Trp-Ile EWI motif-containing protein 3) (EWI-3),TRANSMEM 1125 1145 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75056,SDC3,SDC3_HUMAN,Syndecan-3 (SYND3),TRANSMEM 388 408 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75063,FAM20B,XYLK_HUMAN,Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase),TRANSMEM 7 25 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O75072,FKTN,FKTN_HUMAN,Fukutin (EC 2.-.-.-) (Fukuyama-type congenital muscular dystrophy protein),TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O75074,LRP3,LRP3_HUMAN,Low-density lipoprotein receptor-related protein 3 (LRP-3) (105 kDa low-density lipoprotein receptor-related protein) (hLRp105),TRANSMEM 497 517 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75077,ADAM23,ADA23_HUMAN,"Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3)",TRANSMEM 793 813 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75078,ADAM11,ADA11_HUMAN,"Disintegrin and metalloproteinase domain-containing protein 11 (ADAM 11) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein) (MDC)",TRANSMEM 735 755 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75096,LRP4,LRP4_HUMAN,Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7),TRANSMEM 1726 1746 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75121,MFAP3L,MFA3L_HUMAN,Microfibrillar-associated protein 3-like (Testis development protein NYD-SP9),TRANSMEM 150 172 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75144,ICOSLG,ICOSL_HUMAN,ICOS ligand (B7 homolog 2) (B7-H2) (B7-like protein Gl50) (B7-related protein 1) (B7RP-1) (CD antigen CD275),TRANSMEM 257 277 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75197,LRP5,LRP5_HUMAN,Low-density lipoprotein receptor-related protein 5 (LRP-5),TRANSMEM 1385 1407 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75264,SMIM24,SIM24_HUMAN,Small integral membrane protein 24,TRANSMEM 31 51 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75309,CDH16,CAD16_HUMAN,Cadherin-16 (Kidney-specific cadherin) (Ksp-cadherin),TRANSMEM 787 807 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75310,UGT2B11,UDB11_HUMAN,UDP-glucuronosyltransferase 2B11 (UDPGT 2B11) (EC 2.4.1.17),TRANSMEM 493 513 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75324,SNN,SNN_HUMAN,Stannin (AG8_1),TRANSMEM 11 31 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75325,LRRN2,LRRN2_HUMAN,Leucine-rich repeat neuronal protein 2 (Glioma amplified on chromosome 1 protein) (Leucine-rich repeat neuronal protein 5),TRANSMEM 631 651 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75354,ENTPD6,ENTP6_HUMAN,Ectonucleoside triphosphate diphosphohydrolase 6 (NTPDase 6) (EC 3.6.1.6) (CD39 antigen-like 2),TRANSMEM 40 60 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O75379,VAMP4,VAMP4_HUMAN,Vesicle-associated membrane protein 4 (VAMP-4),TRANSMEM 116 136 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O75396,SEC22B,SC22B_HUMAN,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1),TRANSMEM 195 215 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O75438,NDUFB1,NDUB1_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit),TRANSMEM 11 27 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75445,USH2A,USH2A_HUMAN,Usherin (Usher syndrome type IIa protein) (Usher syndrome type-2A protein),TRANSMEM 5043 5063 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75452,RDH16,RDH16_HUMAN,Retinol dehydrogenase 16 (EC 1.1.-.-) (Microsomal NAD(+)-dependent retinol dehydrogenase 4) (RoDH-4) (Short chain dehydrogenase/reductase family 9C member 8) (Sterol/retinol dehydrogenase),TRANSMEM 289 309 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
O75460,ERN1,ERN1_HUMAN,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],TRANSMEM 444 464 Helical. {ECO:0000255}.,1,+,+,NA,NA
O75477,ERLIN1,ERLN1_HUMAN,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),TRANSMEM 6 26 Helical. {ECO:0000255}.,1,+,+,NA,NA
