Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides JURKAT-KO1	Peptides JURKAT-KO2	Peptides JURKAT-KO3	Peptides JURKAT-WT1	Peptides JURKAT-WT2	Peptides JURKAT-WT3	Razor + unique peptides JURKAT-KO1	Razor + unique peptides JURKAT-KO2	Razor + unique peptides JURKAT-KO3	Razor + unique peptides JURKAT-WT1	Razor + unique peptides JURKAT-WT2	Razor + unique peptides JURKAT-WT3	Unique peptides JURKAT-KO1	Unique peptides JURKAT-KO2	Unique peptides JURKAT-KO3	Unique peptides JURKAT-WT1	Unique peptides JURKAT-WT2	Unique peptides JURKAT-WT3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type JURKAT-KO1	Identification type JURKAT-KO2	Identification type JURKAT-KO3	Identification type JURKAT-WT1	Identification type JURKAT-WT2	Identification type JURKAT-WT3	Sequence coverage JURKAT-KO1 [%]	Sequence coverage JURKAT-KO2 [%]	Sequence coverage JURKAT-KO3 [%]	Sequence coverage JURKAT-WT1 [%]	Sequence coverage JURKAT-WT2 [%]	Sequence coverage JURKAT-WT3 [%]	Intensity	Intensity JURKAT-KO1	Intensity JURKAT-KO2	Intensity JURKAT-KO3	Intensity JURKAT-WT1	Intensity JURKAT-WT2	Intensity JURKAT-WT3	iBAQ	iBAQ JURKAT-KO1	iBAQ JURKAT-KO2	iBAQ JURKAT-KO3	iBAQ JURKAT-WT1	iBAQ JURKAT-WT2	iBAQ JURKAT-WT3	LFQ intensity JURKAT-KO1	LFQ intensity JURKAT-KO2	LFQ intensity JURKAT-KO3	LFQ intensity JURKAT-WT1	LFQ intensity JURKAT-WT2	LFQ intensity JURKAT-WT3	MS/MS Count JURKAT-KO1	MS/MS Count JURKAT-KO2	MS/MS Count JURKAT-KO3	MS/MS Count JURKAT-WT1	MS/MS Count JURKAT-WT2	MS/MS Count JURKAT-WT3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P11498|PYC_HUMAN	sp|P11498|PYC_HUMAN	57	57	57	>sp|P11498|PYC_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2	1	57	57	57	50	57	55	53	54	56	50	57	55	53	54	56	50	57	55	53	54	56	55.8	55.8	55.8	129.63	1178	1178	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.1	55.8	53.7	52.3	51.7	54.6	13148000000	1182100000	2723300000	3067200000	1817500000	2219700000	2138400000	222850000	20035000	46158000	51986000	30805000	37622000	36245000	1565400000	3098500000	2891100000	1783800000	2778800000	2883200000	99	134	138	112	131	126	740				509	168;181;185;253;529;625;1039;1040;1041;1297;1300;1345;1470;1660;2173;2320;2403;2417;2724;2912;2913;3281;3635;3804;3962;4160;4202;4414;4444;4445;4474;5013;5329;5980;6148;6183;7274;7815;7816;8303;8464;8745;9268;9269;9341;9563;10049;10800;10862;10863;10929;11293;11294;11372;12134;12180;12200	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	168;181;185;255;532;631;1052;1053;1054;1316;1319;1364;1490;1681;2202;2350;2433;2449;2759;2951;2952;3325;3680;3851;4011;4012;4216;4258;4471;4502;4503;4532;5078;5398;5399;6057;6225;6261;7365;7955;7956;7957;8454;8617;8904;9436;9437;9509;9510;9736;10229;10993;11056;11057;11125;11126;11495;11496;11575;12345;12391;12411	958;959;960;961;962;963;964;1031;1032;1033;1034;1035;1036;1051;1052;1053;1054;1055;1056;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;3189;3190;3191;3192;3193;3194;3843;3844;3845;3846;3847;3848;6349;6350;6351;6352;6353;6354;6355;6356;6357;6358;6359;6360;6361;6362;6363;6364;6365;6366;6367;6368;6369;6370;6371;7921;7922;7923;7924;7925;7926;7938;7939;7940;7941;7942;7943;8232;8233;8234;8235;8236;8237;8238;8239;8240;8241;8242;8243;8244;8245;8246;8247;8248;9014;9015;9016;9017;9018;9019;9020;10260;10261;10262;10263;10264;10265;10266;10267;10268;10269;10270;10271;13606;13607;13608;13609;13610;13611;13612;14505;14506;14507;14508;14509;14510;15021;15022;15023;15024;15142;15143;15144;15145;15146;15147;15148;15149;15150;15151;15152;15153;17061;17062;18193;18194;18195;18196;18197;18198;18199;18200;18201;18202;18203;18204;18205;18206;18207;18208;18209;18210;20571;20572;20573;20574;20575;20576;22846;22847;22848;22849;22850;22851;23861;23862;24856;24857;24858;24859;24860;24861;24862;24863;24864;24865;24866;24867;24868;24869;24870;24871;24872;24873;26091;26092;26093;26404;26405;26406;26407;26408;26409;27783;27784;27785;27786;27787;27788;27789;27790;27791;27792;27793;27794;28014;28015;28016;28017;28018;28019;28020;28021;28022;28023;28024;28025;28026;28027;28028;28029;28030;28195;28196;28197;28198;28199;28200;28201;28202;28203;28204;28205;28206;31522;31523;31524;31525;31526;31527;33506;33507;33508;33509;33510;33511;33512;33513;33514;33515;33516;33517;33518;33519;33520;37872;37873;37874;37875;37876;37877;37878;37879;37880;37881;37882;37883;38881;38882;38883;38884;38885;39103;39104;39105;39106;39107;39108;45936;45937;45938;45939;45940;49307;49308;49309;49310;49311;49312;49313;49314;49315;49316;49317;49318;49319;49320;49321;52274;52275;52276;52277;52278;52279;53227;53228;53229;53230;53231;53232;55129;55130;55131;55132;55133;55134;58592;58593;58594;58595;58596;58597;58598;58599;58600;58601;58602;58603;58604;58605;58606;58607;58608;58609;59020;59021;59022;59023;59024;59025;59026;59027;60379;60380;60381;60382;60383;60384;60385;60386;60387;60388;60389;60390;60391;60392;60393;63478;63479;63480;63481;63482;63483;63484;63485;63486;63487;63488;63489;68085;68086;68087;68088;68089;68090;68464;68465;68466;68467;68468;68469;68470;68471;68472;68473;68474;68475;68476;68477;68478;68479;68480;68481;68482;68483;68484;68485;68887;68888;68889;68890;68891;68892;68893;68894;68895;68896;68897;68898;68899;71263;71264;71265;71266;71267;71268;71269;71270;71271;71272;71273;71274;71275;71276;71277;71756;71757;71758;71759;71760;71761;76474;76475;76476;76477;76478;76479;76768;76769;76770;76771;76772;76773;76774;76775;76776;76777;76778;76779;76898;76899;76900;76901;76902;76903;76904;76905;76906;76907;76908;76909	946;947;948;949;950;951;952;953;954;955;956;957;958;959;960;961;962;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1564;1565;1566;1567;1568;1569;1570;1571;1572;1573;1574;1575;1576;1577;1578;1579;1580;1581;1582;1583;1584;1585;1586;1587;1588;1589;1590;1591;1592;1593;1594;1595;3401;3402;3403;4142;4143;4144;4145;4146;4147;4148;4149;4150;4151;4152;4153;4154;4155;4156;4157;4158;4159;4160;4161;4162;4163;4164;4165;4166;6512;6513;6514;6515;6516;6517;6518;6519;6520;6521;6522;6523;6524;6525;6526;6527;6528;6529;8255;8256;8257;8258;8259;8260;8261;8262;8263;8264;8274;8275;8276;8277;8278;8462;8463;8464;8465;8466;8467;8468;8469;8470;8471;8472;8473;8474;8475;8476;8477;8478;8479;8480;8481;8482;8483;8484;8485;8486;8487;8488;8489;8490;8491;8492;8493;8494;8495;9265;9266;9267;9268;9269;9270;9271;9272;9273;9274;9275;9276;9277;9278;10513;10514;10515;10516;10517;13938;13939;13940;13941;13942;13943;13944;13945;13946;13947;13948;13949;13950;13951;13952;13953;13954;13955;13956;13957;13958;13959;13960;13961;13962;13963;14817;14818;15235;15236;15237;15355;15356;15357;15358;15359;15360;15361;15362;15363;15364;15365;15366;15367;15368;15369;15370;15371;15372;15373;15374;15375;15376;15377;17340;18513;18514;18515;18516;18517;18518;18519;18520;18521;18522;18523;18524;18525;18526;18527;18528;18529;18530;18531;18532;18533;18534;18535;18536;18537;18538;18539;18540;18541;18542;18543;18544;18545;18546;18547;18548;18549;18550;18551;18552;18553;18554;18555;18556;18557;18558;18559;18560;18561;18562;18563;18564;18565;18566;18567;18568;18569;18570;20940;20941;20942;20943;20944;20945;20946;20947;20948;20949;20950;23431;23432;23433;23434;23435;23436;24564;24565;25670;25671;25672;25673;25674;25675;25676;25677;25678;25679;25680;25681;25682;25683;25684;25685;25686;25687;26792;27165;27166;27167;27168;28648;28649;28650;28651;28652;28653;28654;28655;28656;28657;28658;28659;28660;28661;28662;28663;28664;28665;28666;28667;28668;28669;28670;28671;28672;28673;28674;28675;28676;28677;28678;28679;28680;28681;28682;28683;28964;28965;28966;28967;28968;28969;28970;28971;28972;28973;28974;28975;28976;28977;28978;28979;28980;28981;28982;28983;28984;28985;28986;28987;28988;28989;28990;28991;28992;28993;28994;28995;29212;29213;29214;29215;29216;29217;29218;29219;29220;29221;29222;29223;29224;29225;29226;29227;29228;29229;29230;29231;29232;29233;29234;29235;29236;29237;29238;29239;29240;29241;29242;29243;29244;29245;29246;29247;29248;29249;29250;29251;32676;32677;32678;32679;32680;32681;32682;32683;32684;32685;32686;32687;32688;32689;32690;32691;32692;32693;32694;32695;32696;32697;34918;34919;34920;34921;34922;34923;34924;34925;34926;34927;34928;34929;34930;39394;39395;39396;39397;39398;39399;39400;39401;39402;39403;39404;39405;39406;39407;40509;40692;40693;40694;40695;40696;40697;40698;40699;40700;40701;40702;40703;40704;40705;40706;40707;40708;40709;40710;40711;40712;40713;40714;47653;50823;50824;50825;50826;50827;50828;50829;50830;50831;50832;50833;53694;53695;53696;54520;54521;54522;54523;54524;54525;54526;56511;60097;60098;60099;60100;60101;60102;60103;60104;60105;60106;60107;60108;60109;60110;60111;60112;60113;60114;60115;60116;60117;60118;60119;60120;60121;60122;60123;60124;60125;60126;60127;60128;60129;60130;60131;60132;60133;60134;60135;60136;60137;60622;60623;60624;60625;60626;62007;62008;62009;62010;62011;62012;62013;62014;62015;62016;62017;62018;62019;62020;62021;65285;65286;65287;65288;65289;65290;65291;65292;65293;65294;69939;70318;70319;70320;70321;70322;70323;70324;70325;70326;70327;70328;70329;70330;70331;70332;70333;70334;70335;70336;70337;70338;70339;70340;70341;70792;70793;70794;70795;70796;70797;70798;70799;70800;70801;70802;70803;70804;70805;73461;73462;73463;73464;73465;73466;73467;73468;73469;73470;73471;73472;73473;73474;73475;73476;73477;73478;73479;74090;74091;74092;74093;74094;74095;78873;78874;78875;78876;78877;79254;79255;79256;79257;79258;79259;79260;79261;79262;79263;79264;79265;79266;79267;79268;79269;79270;79271;79272;79273;79274;79358;79359;79360;79361;79362;79363;79364;79365;79366;79367;79368;79369;79370;79371;79372;79373;79374;79375;79376;79377;79378;79379;79380;79381;79382;79383;79384;79385;79386;79387	952;1023;1065;1570;3402;4160;6514;6526;6529;8261;8277;8463;9277;10514;13948;14817;15237;15367;17340;18517;18547;20947;23431;24564;25678;26792;27168;28683;28987;28995;29220;32681;34919;39404;40509;40712;47653;50826;50833;53694;54525;56511;60098;60119;60623;62016;65288;69939;70321;70341;70802;73470;73477;74094;78877;79258;79361	164;165;166;167;168;169	75;566;828;881;921;1012
sp|P11532|DMD_HUMAN	sp|P11532|DMD_HUMAN	2	2	2	>sp|P11532|DMD_HUMAN Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=3	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	0.6	0.6	0.6	426.74	3685	3685	0.0016304	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	0.3	0.6	0.3	0.3	0.3	0.3	15996000	1797800	4565800	1740000	1576600	5304700	1011200	80788	9079.8	23060	8787.7	7962.5	26791	5107	0	5248200	0	0	0	0	0	0	1	1	1	0	3				510	6193;12319	True;True	6271;12530	39162;39163;39164;39165;77636;77637;77638	40771;40772;80104	40771;80104		
sp|P11586|C1TC_HUMAN	sp|P11586|C1TC_HUMAN	19	19	19	>sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3	1	19	19	19	19	19	18	17	18	19	19	19	18	17	18	19	19	19	18	17	18	19	21.6	21.6	21.6	101.56	935	935	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.6	21.6	21.3	19.6	20.5	21.6	334750000	91934000	49931000	51966000	67267000	38397000	35256000	6437500	1768000	960220	999360	1293600	738410	678000	111310000	56258000	48872000	76991000	46160000	47572000	22	12	7	17	11	14	83				511	43;104;2192;3270;4660;5261;5387;7383;8089;10137;10238;10239;10247;10436;10735;11755;12194;12195;12830	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	43;104;2221;3314;4718;5330;5458;7476;8235;10318;10421;10422;10430;10622;10927;11961;12405;12406;13048	225;226;227;228;229;230;584;585;586;587;588;589;13719;13720;13721;13722;13723;13724;20510;20511;20512;20513;20514;20515;29301;29302;29303;29304;29305;29306;29307;29308;33099;33100;33101;33102;33103;33104;33871;33872;33873;33874;33875;33876;46600;46601;46602;46603;46604;46605;51014;51015;51016;51017;51018;64007;64008;64009;64010;64011;64645;64646;64647;64648;64649;64650;64651;64652;64653;64654;64701;64702;64703;64704;64705;64706;64707;65795;65796;65797;65798;65799;65800;65801;65802;65803;65804;65805;65806;67661;67662;67663;67664;67665;67666;74137;74138;74139;74140;74141;74142;74143;74144;76856;76857;76858;76859;76860;76861;76862;76863;76864;76865;76866;76867;76868;76869;76870;76871;76872;76873;80827;80828;80829;80830;80831;80832	222;223;224;225;226;227;228;229;230;231;567;14068;20876;20877;20878;20879;20880;20881;20882;20883;30246;30247;30248;30249;30250;34553;34554;34555;35313;35314;48227;48228;48229;48230;48231;48232;48233;48234;52473;65755;66645;66646;66647;66648;66695;66696;66697;67721;67722;67723;67724;67725;69594;69595;69596;69597;69598;69599;69600;69601;76567;76568;76569;79323;79324;79325;79326;79327;79328;79329;79330;79331;79332;79333;79334;79335;79336;83515;83516;83517;83518;83519;83520	225;567;14068;20878;30247;34554;35313;48231;52473;65755;66645;66648;66696;67722;69601;76567;79323;79335;83518		
sp|P11717|MPRI_HUMAN	sp|P11717|MPRI_HUMAN	25	25	25	>sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3	1	25	25	25	24	24	24	25	25	25	24	24	24	25	25	25	24	24	24	25	25	25	10.2	10.2	10.2	274.37	2491	2491	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.2	9.6	9.6	10.2	10.2	10.2	1684600000	218290000	299190000	297330000	313860000	282380000	273590000	13265000	1718800	2355800	2341200	2471300	2223400	2154200	301990000	339960000	307670000	306630000	334720000	359890000	43	43	40	47	51	39	263				512	429;749;1479;1544;2005;2970;3564;3922;4097;4098;4109;5690;6361;7298;7647;7648;8959;9009;10920;10958;11042;11112;11886;12267;12806	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	431;755;1499;1565;2032;3010;3609;3970;4151;4152;4163;5763;6440;7390;7782;7783;9120;9170;11116;11155;11241;11314;12094;12478;13024	2571;2572;2573;2574;2575;2576;4596;4597;4598;4599;4600;4601;9072;9073;9074;9075;9504;9505;9506;9507;9508;9509;9510;9511;12492;12493;12494;12495;12496;12497;18597;18598;18599;18600;18601;18602;18603;22355;22356;22357;22358;22359;22360;22361;22362;22363;22364;22365;22366;22367;24578;24579;24580;24581;24582;24583;25674;25675;25676;25677;25678;25679;25680;25681;25682;25683;25684;25685;25686;25687;25688;25689;25690;25691;25765;25766;25767;25768;25769;25770;25771;35992;35993;35994;35995;35996;35997;40163;40164;40165;40166;40167;40168;46074;46075;46076;46077;46078;46079;48271;48272;48273;48274;48275;48276;48277;48278;48279;48280;48281;56575;56576;56577;56578;56579;56580;56918;56919;56920;56921;56922;56923;56924;68833;68834;68835;68836;68837;68838;69083;69084;69085;69086;69087;69088;69633;69634;69635;69636;69637;69638;69639;69640;69641;69642;69643;69644;70093;70094;70095;70096;70097;70098;74924;74925;74926;74927;74928;74929;77312;77313;77314;77315;77316;77317;80664;80665;80666;80667;80668;80669	2739;2740;2741;2742;2743;2744;2745;2746;2747;2748;2749;2750;2751;2752;2753;4812;4813;4814;4815;9320;9321;9322;9725;9726;9727;9728;9729;9730;9731;9732;9733;9734;12739;12740;12741;12742;18984;18985;18986;18987;18988;18989;18990;18991;18992;18993;18994;18995;18996;18997;18998;18999;22844;22845;22846;22847;22848;22849;22850;22851;22852;22853;22854;22855;22856;22857;22858;22859;22860;22861;22862;22863;22864;22865;22866;22867;22868;22869;22870;22871;22872;22873;22874;22875;22876;22877;22878;22879;22880;25348;25349;25350;25351;25352;25353;25354;25355;25356;25357;26425;26426;26427;26428;26429;26430;26431;26432;26433;26434;26435;26436;26437;26438;26439;26440;26441;26442;26443;26504;26505;26506;26507;26508;26509;26510;26511;26512;26513;26514;26515;26516;26517;26518;26519;26520;26521;26522;26523;26524;26525;26526;37396;37397;37398;37399;37400;37401;41783;41784;41785;47765;47766;47767;47768;47769;47770;47771;47772;47773;49810;49811;49812;49813;49814;49815;49816;49817;49818;49819;49820;49821;49822;57961;57962;57963;57964;57965;57966;57967;57968;57969;58333;58334;58335;58336;58337;58338;58339;58340;70728;70729;70730;70731;70732;70733;70734;70735;70736;71032;71033;71034;71591;71592;71593;71594;71595;71596;71597;71598;71599;71600;71601;71602;71603;71604;71605;71606;71607;71608;71609;71610;71611;71612;71613;71614;71615;71616;71617;71618;71619;71620;71621;71622;71623;71624;72154;72155;72156;72157;72158;72159;72160;77333;77334;77335;77336;77337;77338;77339;77340;77341;77342;77343;79789;79790;79791;79792;79793;83351;83352;83353;83354;83355	2740;4812;9322;9725;12740;18988;22873;25352;26426;26441;26506;37401;41784;47765;49815;49818;57965;58340;70729;71032;71602;72159;77334;79792;83351		
sp|P11766|ADHX_HUMAN	sp|P11766|ADHX_HUMAN	1	1	1	>sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens GN=ADH5 PE=1 SV=4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.3	4.3	4.3	39.724	374	374	0.0016225	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	4.3	4.3	4.3	4.3	4.3	4.3	11020000	3150100	1567300	1240300	2852400	1129100	1080700	551000	157510	78367	62016	142620	56454	54034	0	0	0	0	0	1531000	1	1	0	1	0	0	3				513	11203	True	11405	70698;70699;70700;70701;70702;70703	72907;72908;72909	72908		
sp|P11908|PRPS2_HUMAN	sp|P11908|PRPS2_HUMAN	4	4	1	>sp|P11908|PRPS2_HUMAN Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2 PE=1 SV=2	1	4	4	1	4	3	4	4	4	3	4	3	4	4	4	3	1	1	1	1	1	1	17.6	17.6	5.3	34.769	318	318	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.6	13.8	17.6	17.6	17.6	14.5	46045000	8718900	8250900	9752100	8975600	6817600	3529800	2877800	544930	515680	609500	560980	426100	220610	8965000	9378700	9857000	8738300	8849200	5872600	4	1	4	3	4	2	18				514	7605;8322;12076;12278	True;True;True;True	7737;7738;8473;12286;12489	48032;48033;48034;48035;48036;48037;52391;52392;52393;52394;52395;52396;76116;76117;76118;76119;76120;77387;77388;77389;77390;77391;77392	49576;49577;53796;53797;53798;53799;53800;53801;53802;53803;53804;53805;78512;78513;78514;78515;78516;79883	49577;53796;78516;79883	170	205
sp|P11940|PABP1_HUMAN;sp|Q9H361|PABP3_HUMAN;sp|Q4VXU2|PAP1L_HUMAN;sp|Q96DU9|PABP5_HUMAN	sp|P11940|PABP1_HUMAN;sp|Q9H361|PABP3_HUMAN	14;8;3;1	14;8;3;1	8;6;1;1	>sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2;>sp|Q9H361|PABP3_HUMAN Polyadenylate-binding protein 3 OS=Homo sapiens GN=PABPC3 PE=1 SV=2	4	14	14	8	14	11	10	9	11	9	14	11	10	9	11	9	8	5	5	4	6	5	23.9	23.9	13.4	70.67	636	636;631;614;382	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23.9	20.8	20.3	17.8	21.2	17.6	98380000	26111000	13950000	15651000	15990000	17252000	9426700	2732800	725290	387490	434740	444170	479210	261850	23660000	19147000	14153000	17573000	22820000	17165000	12	9	7	7	10	6	51				515	635;789;2131;2133;2874;3423;3425;5310;7894;7895;8319;9367;9528;11201	True;True;True;True;True;True;True;True;True;True;True;True;True;True	641;796;2159;2161;2913;3467;3469;5379;8036;8037;8470;9537;9701;11403	3905;3906;3907;3908;3909;3910;4863;4864;4865;4866;4867;4868;13360;13361;13362;13369;13370;13371;13372;13373;13374;17983;17984;21401;21402;21403;21404;21405;21406;21413;21414;21415;21416;21417;33396;33397;33398;33399;33400;33401;49829;49830;49831;49832;49833;49834;49835;49836;52382;52383;59200;59201;59202;60165;60166;60167;60168;60169;70687;70688;70689;70690;70691;70692	4204;4205;5074;5075;5076;5077;13635;13636;13637;13655;13656;13657;13658;13659;13660;13661;13662;13663;13664;13665;18298;21765;21766;21767;21768;21769;21770;21774;21775;21776;34814;34815;51305;51306;51307;51308;51309;51310;53790;60820;60821;60822;61719;61720;61721;61722;72900;72901;72902;72903;72904;72905	4205;5076;13636;13656;18298;21765;21774;34815;51305;51310;53790;60821;61719;72900	171	72
sp|P12004|PCNA_HUMAN	sp|P12004|PCNA_HUMAN	2	2	2	>sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	10.7	10.7	10.7	28.768	261	261	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.7	10.7	10.7	10.7	10.7	10.7	78430000	13731000	11936000	16427000	15608000	10169000	10560000	4901900	858200	745980	1026700	975510	635530	659980	15877000	14937000	16697000	16297000	11582000	14411000	3	2	2	2	3	2	14				516	1679;3090	True;True	1700;3131	10366;10367;10368;10369;10370;10371;19336;19337;19338;19339;19340;19341	10615;19757;19758;19759;19760;19761;19762;19763;19764;19765;19766;19767;19768;19769	10615;19759		
sp|P12236|ADT3_HUMAN	sp|P12236|ADT3_HUMAN	11	4	3	>sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4	1	11	4	3	11	11	11	10	11	10	4	4	4	3	4	3	3	3	3	2	3	2	34.9	13.8	10.1	32.866	298	298	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	34.9	34.9	34.9	32.2	34.9	32.2	162840000	18435000	33685000	34908000	30681000	26902000	18224000	8141800	921750	1684300	1745400	1534000	1345100	911200	21224000	34103000	34785000	33027000	33343000	28337000	1	2	2	3	3	2	13				517	156;1458;3321;3620;3663;3741;6658;8384;10182;10299;12460	True;True;False;True;False;False;False;False;False;True;False	156;1478;3365;3665;3708;3787;6738;8536;10364;10482;12671	891;892;893;894;895;896;8932;8933;8934;8935;8936;8937;20811;20812;20813;20814;20815;20816;22741;22742;22743;22744;23006;23007;23008;23009;23010;23011;23480;23481;23482;23483;23484;23485;23486;23487;42055;42056;42057;42058;42059;42060;42061;42062;42063;42064;42065;42066;42067;42068;42069;42070;52780;52781;52782;52783;52784;52785;64288;64289;64290;64291;64292;64293;64294;64974;64975;64976;64977;64978;64979;78484;78485;78486;78487;78488;78489	897;898;899;9213;9214;9215;9216;21148;21149;21150;21151;21152;21153;21154;21155;21156;23275;23276;23277;23624;23625;23626;23627;23628;23629;23630;23631;23632;23633;23634;23635;23636;23637;24133;24134;24135;24136;24137;24138;24139;24140;24141;24142;24143;24144;24145;43690;43691;43692;43693;43694;43695;43696;43697;43698;43699;43700;43701;43702;43703;43704;43705;43706;43707;43708;43709;43710;43711;43712;43713;43714;43715;43716;43717;43718;43719;43720;43721;43722;43723;43724;43725;43726;43727;43728;43729;43730;43731;43732;43733;43734;43735;43736;43737;43738;43739;43740;43741;43742;43743;43744;43745;43746;54109;54110;54111;54112;66018;66019;66020;66021;66022;66023;66024;66025;66026;66027;66028;66029;66030;66031;66032;66033;66034;66035;66036;66037;66038;66923;66924;66925;81075;81076;81077;81078;81079;81080	898;9213;21149;23275;23624;24145;43727;54112;66026;66923;81080		
sp|P12259|FA5_HUMAN	sp|P12259|FA5_HUMAN	10	1	1	>sp|P12259|FA5_HUMAN Coagulation factor V OS=Homo sapiens GN=F5 PE=1 SV=4	1	10	1	1	10	8	7	10	10	8	1	1	1	1	1	1	1	1	1	1	1	1	5.3	0.7	0.7	251.7	2224	2224	1	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	5.3	4.2	3.7	5.3	5.3	4.5	22699000	5730500	2266300	2806400	6461900	3148500	2284900	249440	62973	24904	30840	71010	34599	25109	0	0	0	0	0	3237100	1	1	0	1	0	0	3	+			518	36;338;1264;7617;7742;7892;8243;9581;11033;12576	False;False;False;False;False;False;True;False;False;False	36;340;1280;7752;7879;8034;8393;9754;9755;11232;12788	191;192;193;194;1985;1986;1987;1988;1989;1990;7691;7692;7693;7694;7695;7696;48103;48104;48105;48851;48852;48853;48854;48855;48856;49805;49806;49807;49808;49809;49810;49811;49812;49813;49814;49815;49816;49817;49818;49819;49820;49821;49822;51925;51926;51927;51928;51929;51930;60482;60483;60484;60485;60486;60487;60488;60489;60490;60491;60492;60493;60494;60495;60496;69586;69587;69588;69589;79211;79212;79213;79214;79215;79216;79217	192;193;2209;2210;2211;2212;2213;2214;2215;2216;2217;2218;2219;2220;2221;2222;2223;2224;2225;2226;7981;7982;7983;7984;7985;7986;49634;50376;50377;50378;50379;50380;50381;50382;50383;50384;50385;51262;51263;51264;51265;51266;51267;51268;51269;51270;51271;51272;51273;51274;51275;51276;51277;51278;51279;51280;51281;51282;51283;51284;51285;51286;51287;51288;51289;51290;51291;51292;51293;51294;51295;51296;51297;51298;53380;53381;53382;62102;62103;62104;62105;62106;62107;62108;62109;62110;62111;62112;62113;62114;62115;62116;62117;62118;62119;62120;62121;71563;81851;81852;81853;81854;81855;81856;81857;81858;81859;81860;81861;81862;81863;81864;81865;81866;81867	193;2212;7981;49634;50377;51283;53380;62113;71563;81856	34	2148
